id,value
id_87,33.05077452831281
id_88,23.6838270830013
id_89,20.914252086445416
id_90,27.72368518822899
id_91,41.12368997090537
id_92,5.2776199184376
id_93,36.56776409958526
id_94,45.72469588242727
id_95,18.00892931226973
id_96,32.52698235914812
id_97,12.268521902328176
id_98,25.260951341766724
id_99,2.7035224259125883
id_100,17.686607268303916
id_101,27.343955191776686
id_102,12.788420363061617
id_103,16.164211500633893
id_104,23.533532983223484
id_105,39.735173103328286
id_106,29.5759393355544
id_107,5.932355815813072
id_108,8.74889049911435
id_109,76.59563655842895
id_110,48.06420201262036
id_111,16.15010893215268
id_112,27.50559325293558
id_113,14.595075960414022
id_114,12.374272182350303
id_115,25.80575944609284
id_116,27.15245255315712
id_117,8.910117888303486
id_118,17.680705921519944
id_119,19.657254026078693
id_120,80.40657592025664
id_121,23.568331722158074
id_122,35.50773734065655
id_123,25.693756118705625
id_124,6.824555304546366
id_125,36.13361584358637
id_126,8.78923773994115
id_127,19.713779998066656
id_128,27.31820346646214
id_129,62.46972470693122
id_130,20.225031838666897
id_131,21.73570852202694
id_132,59.65564825979629
id_133,15.31904663311868
id_134,14.133671940708751
id_135,1.8225737022061592
id_136,10.843443867873908
id_137,58.55457253998184
id_138,21.370277381466643
id_139,5.296855166215397
id_140,31.09387425848027
id_141,26.079300199399974
id_142,46.54084602547128
id_143,33.7070053637392
id_144,17.06594324466228
id_145,26.642664017861996
id_146,13.412750519918667
id_147,52.09007367033926
id_148,23.51820817566474
id_149,38.63504587794335
id_150,11.091740353583837
id_151,7.564056567880933
id_152,24.211940913811304
id_153,7.043378930124175
id_154,15.569090966673597
id_155,42.228548138627296
id_156,7.54176927307989
id_157,35.76983585188743
id_158,11.844963269392634
id_159,18.025611726819857
id_160,40.37775960792588
id_161,19.227574597517126
id_162,11.195606219739465
id_163,8.823839796776225
id_164,50.97579244730703
id_165,30.570149175952814
id_166,0.8732725522934859
id_167,14.946607756497299
id_168,65.437372260772
id_169,14.016233182597116
id_170,65.4050290412307
id_171,41.2157683347374
id_172,25.93666478163768
id_173,21.591928987208
id_174,61.41709367349732
id_175,25.424525682490675
id_176,20.383847107018443
id_177,36.24248254254811
id_178,11.414281616129564
id_179,30.848452174594946
id_180,15.892449998204414
id_181,11.23210136725746
id_182,54.48216410684518
id_183,45.45768453118912
id_184,16.367304165495167
id_185,35.78059035959783
id_186,26.12894954051862
id_187,68.88165595089504
id_188,9.17210529438215
id_189,55.288449166562735
id_190,38.92436185989843
id_191,18.46789807019338
id_192,29.77833176780388
id_193,1.2804785532883267
id_194,19.78256973997968
id_195,0.14513164133577708
id_196,33.215866600796495
id_197,10.40663284306859
id_198,20.353332573035736
id_199,60.973246803614465
id_200,24.053435574176458
id_201,24.633107766699368
id_202,63.9317071692292
id_203,7.856477409546962
id_204,11.065791963555359
id_205,11.005221060169722
id_206,8.774101767109858
id_207,2.1851524841683836
id_208,123.53075931653333
id_209,20.818934916447407
id_210,16.446630483461888
id_211,15.858971906908746
id_212,36.70156658645322
id_213,35.972539619681726
id_214,19.320082022172464
id_215,35.65303734505604
id_216,78.52988249029153
id_217,0.9912449368016399
id_218,13.212206966671369
id_219,33.66364777384182
id_220,15.20166159830783
id_221,12.215412563637813
id_222,113.22070724258076
id_223,13.444858676344062
id_224,17.004071190925742
id_225,61.99666261320568
id_226,15.134116093691265
id_227,22.337883958505408
id_228,10.19259491798353
id_229,3.7062647382686214
id_230,46.273351651302974
id_231,12.81031303854271
id_232,52.139615733004455
id_233,42.45274781137594
id_234,22.12763061979359
id_235,41.1241381256883
id_236,69.30149418489295
id_237,41.051437940450235
id_238,12.746974735691511
id_239,16.836247159744936
